amount,payment_method,failure_category,attempt_number,previous_success_rate,previous_failures,customer_tenure_days,subscription,recovered
2009,upi,CUSTOMER_ACTION_REQUIRED,1,0.38,11,1282,1,0
6833,wallet,CUSTOMER_ACTION_REQUIRED,1,0.411,1,159,1,0
7115,upi,HARD_DECLINE,2,0.577,18,488,0,0
2658,debit_card,SOFT_DECLINE,2,0.249,11,1389,0,0
1934,upi,CUSTOMER_ACTION_REQUIRED,3,0.055,20,1943,1,0
5592,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.97,1,1068,1,0
4318,credit_card,SOFT_DECLINE,1,0.801,14,210,0,0
2336,debit_card,TRANSIENT,1,0.557,0,1721,1,1
2044,debit_card,HARD_DECLINE,1,0.207,21,964,0,0
99,credit_card,TRANSIENT,2,0.473,21,774,0,1
3904,credit_card,HARD_DECLINE,1,0.83,25,627,0,0
1638,net_banking,TRANSIENT,2,0.409,8,1281,1,1
3221,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.191,10,250,0,1
6769,upi,HARD_DECLINE,1,0.589,16,305,0,1
6685,upi,HARD_DECLINE,1,0.585,16,1629,0,0
4712,upi,HARD_DECLINE,2,0.883,16,1835,0,0
4786,upi,CUSTOMER_ACTION_REQUIRED,1,0.964,9,957,0,1
1797,net_banking,HARD_DECLINE,1,0.314,23,1945,0,0
2628,upi,TRANSIENT,2,0.921,4,1484,0,0
2456,upi,SOFT_DECLINE,1,0.48,18,1960,0,0
4112,net_banking,HARD_DECLINE,1,0.847,25,56,0,1
4289,upi,TRANSIENT,1,0.287,8,329,0,0
6959,upi,SOFT_DECLINE,1,0.814,3,1291,0,0
1293,upi,CUSTOMER_ACTION_REQUIRED,2,0.799,9,1449,0,0
2308,wallet,SOFT_DECLINE,3,0.313,17,140,1,0
6224,upi,HARD_DECLINE,3,0.705,20,783,0,0
428,upi,HARD_DECLINE,3,0.294,5,1428,1,0
4957,credit_card,HARD_DECLINE,1,0.161,8,41,1,0
3510,credit_card,TRANSIENT,1,0.051,20,1290,0,1
6516,upi,HARD_DECLINE,1,0.957,16,169,0,1
4733,debit_card,SOFT_DECLINE,1,0.883,21,709,1,1
169,upi,UNKNOWN,2,0.649,3,1399,1,0
3504,net_banking,HARD_DECLINE,1,0.04,10,811,0,0
1872,debit_card,SOFT_DECLINE,2,0.375,25,1071,0,1
8386,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.948,5,1988,0,0
1811,credit_card,HARD_DECLINE,2,0.836,6,1131,0,0
1741,debit_card,HARD_DECLINE,2,0.072,21,344,1,0
3832,credit_card,TRANSIENT,1,0.822,8,864,0,1
4713,credit_card,SOFT_DECLINE,2,0.535,20,1505,0,0
8149,upi,HARD_DECLINE,1,0.787,9,1272,1,0
5526,debit_card,SOFT_DECLINE,2,0.474,17,480,1,0
4350,debit_card,HARD_DECLINE,2,0.914,25,1805,0,0
2654,upi,UNKNOWN,1,0.123,0,1202,0,0
2942,debit_card,UNKNOWN,1,0.413,20,1773,0,1
2406,net_banking,TRANSIENT,1,0.181,25,1191,0,0
99,wallet,UNKNOWN,1,0.067,3,434,0,0
3760,credit_card,SOFT_DECLINE,2,0.1,19,172,0,0
1864,upi,SOFT_DECLINE,1,0.364,10,1993,0,1
6111,credit_card,TRANSIENT,2,0.436,11,305,0,1
3447,debit_card,SOFT_DECLINE,1,0.646,2,1753,1,0
146,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.627,23,184,0,0
765,net_banking,HARD_DECLINE,1,0.037,8,1143,0,0
963,credit_card,HARD_DECLINE,1,0.891,18,1531,0,1
2760,credit_card,SOFT_DECLINE,1,0.964,19,1431,1,1
3275,credit_card,SOFT_DECLINE,3,0.659,4,1537,0,0
3224,upi,TRANSIENT,1,0.669,16,1889,0,1
4946,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.649,3,1471,0,0
139,upi,SOFT_DECLINE,1,0.379,18,1368,0,1
1459,wallet,SOFT_DECLINE,1,0.406,11,1027,0,0
1319,net_banking,TRANSIENT,1,0.281,4,412,1,1
3666,upi,CUSTOMER_ACTION_REQUIRED,1,0.33,3,1016,0,0
1416,upi,HARD_DECLINE,1,0.592,4,1319,0,0
3992,credit_card,TRANSIENT,3,0.517,12,1257,0,0
5626,upi,CUSTOMER_ACTION_REQUIRED,1,0.607,15,1806,0,0
2466,credit_card,SOFT_DECLINE,1,0.767,19,1380,0,1
2224,net_banking,HARD_DECLINE,1,0.132,0,444,0,0
2461,net_banking,HARD_DECLINE,2,0.177,19,1258,1,0
1687,credit_card,SOFT_DECLINE,2,0.828,24,1419,0,0
3147,credit_card,SOFT_DECLINE,1,0.229,25,1017,0,0
3279,upi,HARD_DECLINE,1,0.134,15,1598,1,0
851,net_banking,SOFT_DECLINE,1,0.189,22,1552,0,0
846,credit_card,TRANSIENT,1,0.362,4,902,0,1
148,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.276,21,843,0,0
819,debit_card,HARD_DECLINE,1,0.307,11,1615,0,0
5315,upi,CUSTOMER_ACTION_REQUIRED,2,0.447,22,1974,1,0
670,debit_card,SOFT_DECLINE,2,0.161,20,40,0,0
1792,upi,SOFT_DECLINE,1,0.263,11,193,0,0
1858,debit_card,UNKNOWN,3,0.057,24,1709,1,0
1292,net_banking,TRANSIENT,3,0.518,6,98,0,0
1915,upi,HARD_DECLINE,2,0.976,2,595,0,0
903,upi,SOFT_DECLINE,1,0.737,2,1912,1,1
715,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.606,6,961,0,0
8244,debit_card,SOFT_DECLINE,1,0.072,9,726,0,0
4263,net_banking,UNKNOWN,2,0.966,18,1020,0,0
99,debit_card,UNKNOWN,1,0.587,0,1017,1,1
2198,wallet,HARD_DECLINE,1,0.955,16,1127,1,0
1380,credit_card,TRANSIENT,2,0.821,2,1165,0,1
2275,net_banking,SOFT_DECLINE,2,0.91,15,1539,1,0
9018,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.25,19,759,1,1
1215,upi,UNKNOWN,2,0.541,1,1766,0,0
99,wallet,SOFT_DECLINE,2,0.869,15,404,0,0
2260,credit_card,SOFT_DECLINE,2,0.478,17,96,0,0
2613,credit_card,HARD_DECLINE,3,0.698,14,676,0,1
1428,upi,TRANSIENT,1,0.549,7,581,0,1
6064,debit_card,SOFT_DECLINE,1,0.701,11,777,0,1
1399,credit_card,TRANSIENT,1,0.27,7,1167,0,1
2173,wallet,TRANSIENT,1,0.806,5,893,0,0
2193,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.562,18,127,0,0
1310,net_banking,TRANSIENT,1,0.63,14,1554,1,1
2975,net_banking,HARD_DECLINE,1,0.867,19,437,0,0
3499,wallet,SOFT_DECLINE,1,0.325,16,1028,0,0
3100,upi,TRANSIENT,2,0.641,10,893,0,0
4413,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.228,10,1367,1,0
1687,credit_card,HARD_DECLINE,1,0.587,14,877,1,0
4690,credit_card,TRANSIENT,1,0.744,23,193,1,1
2180,net_banking,TRANSIENT,2,0.524,2,242,1,1
3139,net_banking,HARD_DECLINE,1,0.247,9,937,0,0
435,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.476,17,1944,1,0
1246,upi,UNKNOWN,1,0.598,20,1563,0,0
2154,upi,SOFT_DECLINE,1,0.805,14,660,0,1
5148,credit_card,SOFT_DECLINE,2,0.848,11,617,0,1
2664,net_banking,UNKNOWN,1,0.293,7,1661,1,0
3048,upi,SOFT_DECLINE,1,0.163,23,1352,0,0
3278,debit_card,SOFT_DECLINE,3,0.808,21,586,1,0
7242,debit_card,CUSTOMER_ACTION_REQUIRED,2,0.182,9,256,0,0
3188,upi,SOFT_DECLINE,1,0.535,5,239,1,1
3457,credit_card,SOFT_DECLINE,1,0.015,6,730,0,0
2792,debit_card,SOFT_DECLINE,1,0.751,4,144,1,1
2400,credit_card,SOFT_DECLINE,2,0.25,12,1726,1,0
4860,debit_card,HARD_DECLINE,3,0.199,23,1608,1,0
2704,debit_card,TRANSIENT,3,0.936,5,1318,0,0
908,credit_card,SOFT_DECLINE,1,0.052,21,476,0,1
3247,credit_card,SOFT_DECLINE,2,0.585,12,1646,1,0
2452,upi,HARD_DECLINE,2,0.249,15,217,0,0
1656,upi,UNKNOWN,1,0.356,4,1466,0,1
357,debit_card,SOFT_DECLINE,1,0.892,23,425,1,1
1710,credit_card,HARD_DECLINE,1,0.707,17,633,0,0
1744,debit_card,HARD_DECLINE,2,0.599,17,358,1,0
5514,credit_card,SOFT_DECLINE,1,0.001,20,1066,0,1
3300,net_banking,TRANSIENT,2,0.658,17,1707,0,0
1177,upi,SOFT_DECLINE,2,0.323,20,689,1,0
6485,net_banking,TRANSIENT,1,0.485,3,95,0,0
6700,debit_card,HARD_DECLINE,2,0.256,11,482,0,1
2242,credit_card,UNKNOWN,1,0.801,1,769,0,0
3283,debit_card,SOFT_DECLINE,2,0.824,8,1113,1,1
4095,net_banking,SOFT_DECLINE,2,0.532,6,425,0,1
2722,credit_card,HARD_DECLINE,2,0.415,3,1599,0,0
4119,upi,SOFT_DECLINE,1,0.402,10,1376,1,0
1985,debit_card,SOFT_DECLINE,1,0.991,10,1760,0,0
500,upi,SOFT_DECLINE,1,0.766,23,550,0,0
973,credit_card,UNKNOWN,1,0.284,0,1090,1,0
3476,wallet,TRANSIENT,2,0.943,8,1912,0,1
5121,credit_card,UNKNOWN,1,0.356,4,572,0,0
5116,net_banking,TRANSIENT,3,0.734,23,694,0,1
4378,upi,CUSTOMER_ACTION_REQUIRED,1,0.908,19,1345,1,0
7029,credit_card,HARD_DECLINE,1,0.817,13,1935,0,0
4477,upi,TRANSIENT,2,0.011,24,1324,0,0
4742,debit_card,TRANSIENT,1,0.051,23,834,0,0
5385,credit_card,HARD_DECLINE,1,0.786,4,300,1,0
2801,debit_card,HARD_DECLINE,1,0.698,24,306,0,0
5513,upi,SOFT_DECLINE,1,0.997,16,534,1,1
1915,upi,SOFT_DECLINE,1,0.365,6,686,1,0
2438,credit_card,HARD_DECLINE,1,0.822,25,935,0,0
2424,credit_card,UNKNOWN,2,0.086,23,141,1,0
1662,net_banking,TRANSIENT,1,0.343,25,257,1,1
3745,upi,SOFT_DECLINE,2,0.549,19,1524,0,0
6053,debit_card,HARD_DECLINE,3,0.527,8,378,1,0
2879,credit_card,HARD_DECLINE,1,0.66,21,1775,0,0
4315,credit_card,TRANSIENT,2,0.387,12,1071,0,1
1425,net_banking,SOFT_DECLINE,1,0.458,22,74,1,0
2683,debit_card,SOFT_DECLINE,2,0.018,21,750,0,0
2855,wallet,UNKNOWN,1,0.387,0,1963,0,0
3882,net_banking,TRANSIENT,2,0.088,12,1096,0,0
3087,credit_card,HARD_DECLINE,3,0.91,10,949,0,0
4436,debit_card,TRANSIENT,2,0.863,9,1440,0,1
4383,wallet,TRANSIENT,3,0.917,10,168,0,0
2787,debit_card,TRANSIENT,2,0.727,24,682,0,1
7845,debit_card,SOFT_DECLINE,3,0.274,24,414,1,0
858,upi,HARD_DECLINE,1,0.567,7,1251,1,0
99,upi,SOFT_DECLINE,2,0.712,11,406,0,0
3432,credit_card,TRANSIENT,1,0.765,0,1925,1,1
3045,wallet,HARD_DECLINE,3,0.986,19,1033,0,0
2076,debit_card,CUSTOMER_ACTION_REQUIRED,2,0.608,12,1504,1,0
2042,upi,HARD_DECLINE,2,0.521,14,965,0,1
2193,debit_card,UNKNOWN,1,0.735,17,823,0,0
1291,credit_card,TRANSIENT,2,0.461,13,632,0,1
4273,credit_card,SOFT_DECLINE,2,0.452,23,1055,1,0
4704,upi,UNKNOWN,1,0.179,18,1866,0,0
4940,credit_card,SOFT_DECLINE,2,0.907,25,365,0,1
1015,debit_card,TRANSIENT,1,0.791,16,1283,0,1
5310,upi,SOFT_DECLINE,3,0.565,21,1796,1,0
1117,upi,TRANSIENT,2,0.446,20,400,1,1
4041,upi,TRANSIENT,1,0.459,15,1143,0,0
1519,credit_card,SOFT_DECLINE,1,0.601,0,531,0,1
683,net_banking,HARD_DECLINE,1,0.185,1,1367,1,0
1213,upi,TRANSIENT,1,0.109,5,360,0,0
1645,upi,HARD_DECLINE,2,0.177,14,1564,0,0
1345,credit_card,TRANSIENT,1,0.427,17,162,1,1
4793,credit_card,HARD_DECLINE,1,0.525,22,458,0,1
5865,upi,HARD_DECLINE,2,0.934,22,618,0,0
2768,upi,SOFT_DECLINE,2,0.927,19,1182,0,0
4354,net_banking,SOFT_DECLINE,1,0.194,3,79,0,0
1785,credit_card,HARD_DECLINE,2,0.415,1,713,1,0
2294,upi,TRANSIENT,1,0.3,17,693,0,1
1218,debit_card,SOFT_DECLINE,1,0.96,5,427,1,1
4053,net_banking,HARD_DECLINE,1,0.627,17,1864,1,0
443,upi,SOFT_DECLINE,2,0.299,23,1418,1,0
4602,upi,TRANSIENT,1,0.97,8,1751,1,0
1980,net_banking,HARD_DECLINE,1,0.39,19,269,0,0
5533,debit_card,HARD_DECLINE,1,0.238,14,1728,0,0
3510,credit_card,SOFT_DECLINE,2,0.778,2,938,0,0
1458,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.31,10,323,0,1
5425,debit_card,UNKNOWN,3,0.205,1,970,0,0
7669,debit_card,TRANSIENT,2,0.333,1,241,0,0
4325,upi,SOFT_DECLINE,1,0.892,10,440,1,1
4050,debit_card,SOFT_DECLINE,1,0.015,19,1176,0,1
3957,debit_card,SOFT_DECLINE,1,0.704,9,1205,1,1
1762,debit_card,HARD_DECLINE,1,0.675,3,815,1,0
3457,upi,TRANSIENT,1,0.836,22,943,0,1
1527,upi,CUSTOMER_ACTION_REQUIRED,3,0.756,14,1192,1,0
286,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.684,22,1599,0,0
1097,net_banking,TRANSIENT,1,0.7,21,706,0,0
702,credit_card,SOFT_DECLINE,1,0.351,14,1762,1,0
6680,credit_card,HARD_DECLINE,2,0.326,20,175,0,0
5778,debit_card,SOFT_DECLINE,2,0.548,15,816,1,1
6210,debit_card,HARD_DECLINE,1,0.694,5,1387,0,0
2598,net_banking,HARD_DECLINE,1,0.596,10,1166,1,0
100,debit_card,SOFT_DECLINE,1,0.82,10,1042,0,1
798,credit_card,TRANSIENT,1,0.755,25,30,0,0
964,credit_card,SOFT_DECLINE,1,0.877,9,1197,0,0
1192,net_banking,CUSTOMER_ACTION_REQUIRED,2,0.915,2,1223,1,0
2342,credit_card,SOFT_DECLINE,1,0.053,22,1176,0,0
5308,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.702,12,1310,1,0
1517,debit_card,SOFT_DECLINE,1,0.385,11,1750,0,1
580,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.648,4,1507,0,0
5946,credit_card,UNKNOWN,2,0.894,22,1267,0,0
6437,debit_card,SOFT_DECLINE,2,0.385,7,410,0,1
2533,upi,SOFT_DECLINE,3,0.576,1,107,0,0
1075,debit_card,TRANSIENT,2,0.142,23,1108,0,0
7629,debit_card,HARD_DECLINE,1,0.472,23,1389,0,1
5478,upi,HARD_DECLINE,1,0.053,10,1125,0,0
2734,debit_card,SOFT_DECLINE,3,0.798,9,373,1,0
399,upi,HARD_DECLINE,1,0.061,15,1214,1,1
1540,net_banking,UNKNOWN,1,0.506,25,599,1,0
1552,credit_card,SOFT_DECLINE,2,0.604,18,1543,1,0
2123,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.862,10,202,0,0
256,net_banking,CUSTOMER_ACTION_REQUIRED,2,0.413,12,517,0,0
3455,upi,TRANSIENT,1,0.82,1,373,0,1
2299,net_banking,SOFT_DECLINE,3,0.234,21,1475,0,0
1922,debit_card,SOFT_DECLINE,1,0.316,16,1428,0,1
7334,debit_card,SOFT_DECLINE,2,0.61,20,1787,1,1
599,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.242,21,1235,0,0
1597,wallet,HARD_DECLINE,1,0.011,0,1733,1,0
607,upi,SOFT_DECLINE,1,0.034,19,218,1,0
6228,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.122,3,206,0,1
2979,net_banking,HARD_DECLINE,2,0.696,8,633,0,0
364,net_banking,HARD_DECLINE,1,0.427,21,1606,0,0
5291,credit_card,HARD_DECLINE,3,0.258,8,394,0,0
3947,upi,UNKNOWN,1,0.492,4,1137,0,1
2748,net_banking,HARD_DECLINE,1,0.571,8,1621,0,0
1860,upi,TRANSIENT,3,0.665,8,340,0,0
5699,debit_card,HARD_DECLINE,1,0.844,24,1693,0,0
1929,wallet,TRANSIENT,2,0.482,18,1126,0,1
1256,debit_card,HARD_DECLINE,1,0.535,10,194,0,0
1664,credit_card,SOFT_DECLINE,1,0.968,21,421,1,1
2183,upi,TRANSIENT,1,0.189,1,425,1,0
3440,debit_card,TRANSIENT,2,0.643,15,1123,0,0
1792,credit_card,UNKNOWN,2,0.406,6,1682,0,0
4921,net_banking,UNKNOWN,1,0.741,7,1924,1,0
5896,credit_card,SOFT_DECLINE,1,0.649,0,382,0,0
1089,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.835,2,1704,0,1
4551,upi,HARD_DECLINE,1,0.836,23,1419,0,1
3649,debit_card,HARD_DECLINE,1,0.965,6,1595,1,1
3071,credit_card,TRANSIENT,1,0.165,7,1925,0,1
1485,upi,HARD_DECLINE,1,0.158,15,195,1,0
4966,upi,TRANSIENT,2,0.773,22,289,1,0
1308,debit_card,SOFT_DECLINE,3,0.611,1,1251,1,0
3469,upi,UNKNOWN,1,0.236,3,1115,0,0
736,wallet,CUSTOMER_ACTION_REQUIRED,1,0.464,20,1380,1,1
6059,credit_card,TRANSIENT,1,0.16,1,140,0,1
1576,debit_card,SOFT_DECLINE,2,0.758,1,243,0,0
1763,upi,TRANSIENT,2,0.721,18,1217,1,1
3116,debit_card,HARD_DECLINE,2,0.326,3,515,0,0
170,credit_card,SOFT_DECLINE,2,0.145,19,961,1,0
3521,credit_card,SOFT_DECLINE,1,0.27,10,290,1,0
458,credit_card,SOFT_DECLINE,2,0.22,9,1266,1,0
3559,net_banking,UNKNOWN,1,0.553,7,207,0,0
251,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.428,7,537,1,0
3462,upi,CUSTOMER_ACTION_REQUIRED,1,0.574,0,885,0,1
6008,upi,SOFT_DECLINE,1,0.798,3,956,0,1
3645,upi,HARD_DECLINE,1,0.218,11,635,1,0
4458,upi,TRANSIENT,1,0.584,14,979,0,0
5357,upi,SOFT_DECLINE,1,0.464,20,32,0,1
5578,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.946,17,1208,0,0
3537,net_banking,TRANSIENT,2,0.055,21,775,0,1
1969,upi,SOFT_DECLINE,1,0.067,22,1614,1,0
4160,credit_card,TRANSIENT,1,0.939,18,1814,0,1
1813,credit_card,HARD_DECLINE,2,0.277,2,793,1,0
4575,credit_card,SOFT_DECLINE,2,0.678,17,1872,1,0
5146,net_banking,HARD_DECLINE,1,0.892,14,208,1,0
2544,wallet,SOFT_DECLINE,1,0.276,22,333,0,0
1229,upi,SOFT_DECLINE,1,0.132,11,890,0,0
9365,credit_card,SOFT_DECLINE,2,0.232,16,1350,1,0
687,upi,HARD_DECLINE,1,0.548,14,652,0,0
3321,upi,SOFT_DECLINE,1,0.372,9,1606,0,1
1912,wallet,SOFT_DECLINE,1,0.182,5,1748,0,0
1996,credit_card,HARD_DECLINE,1,0.994,18,289,0,0
495,upi,TRANSIENT,1,0.448,5,1122,1,0
2958,debit_card,SOFT_DECLINE,1,0.458,10,349,1,0
2217,debit_card,UNKNOWN,1,0.944,18,1395,1,0
276,debit_card,CUSTOMER_ACTION_REQUIRED,2,0.732,1,315,0,1
3435,upi,TRANSIENT,1,0.608,6,1224,0,0
5310,credit_card,HARD_DECLINE,1,0.849,21,1405,0,0
614,debit_card,SOFT_DECLINE,1,0.667,12,332,0,0
1192,credit_card,SOFT_DECLINE,1,0.308,14,1820,0,1
668,upi,CUSTOMER_ACTION_REQUIRED,1,0.728,13,1522,0,1
4366,credit_card,HARD_DECLINE,1,0.475,16,716,1,0
1670,credit_card,HARD_DECLINE,1,0.556,22,1193,0,0
5986,debit_card,TRANSIENT,1,0.042,9,1739,0,0
3370,credit_card,HARD_DECLINE,1,0.641,20,997,1,0
1602,credit_card,SOFT_DECLINE,3,0.645,0,274,0,0
1152,upi,UNKNOWN,1,0.258,21,1004,0,0
5184,upi,SOFT_DECLINE,1,0.26,18,149,1,0
5237,debit_card,HARD_DECLINE,2,0.955,1,623,1,0
3772,credit_card,TRANSIENT,2,0.765,19,1571,1,1
3613,net_banking,SOFT_DECLINE,2,0.363,17,1217,0,1
1107,credit_card,TRANSIENT,2,0.412,5,239,1,0
567,upi,CUSTOMER_ACTION_REQUIRED,3,0.846,22,1158,0,0
1622,net_banking,SOFT_DECLINE,1,0.131,0,1012,1,0
6033,debit_card,TRANSIENT,3,0.172,9,88,0,1
2762,upi,TRANSIENT,2,0.307,6,296,0,0
5856,credit_card,HARD_DECLINE,1,0.196,1,1654,0,0
3339,net_banking,SOFT_DECLINE,1,0.302,0,1575,1,1
4150,upi,HARD_DECLINE,1,0.146,23,1958,1,0
6543,net_banking,SOFT_DECLINE,2,0.613,16,1197,1,0
1624,debit_card,HARD_DECLINE,1,0.754,0,1515,1,0
3304,upi,SOFT_DECLINE,1,0.589,14,1409,0,1
3399,debit_card,SOFT_DECLINE,1,0.985,3,984,1,1
4751,upi,HARD_DECLINE,1,0.041,10,1041,1,0
5678,debit_card,HARD_DECLINE,1,0.291,13,416,0,0
2596,net_banking,CUSTOMER_ACTION_REQUIRED,1,0.013,21,1036,0,0
4834,upi,SOFT_DECLINE,2,0.978,23,1924,0,1
4706,credit_card,SOFT_DECLINE,1,0.844,12,281,1,1
3336,upi,SOFT_DECLINE,2,0.801,12,759,0,0
338,debit_card,SOFT_DECLINE,1,0.768,3,280,1,1
3667,credit_card,HARD_DECLINE,1,0.678,5,813,0,0
3482,upi,SOFT_DECLINE,2,0.661,16,1601,0,0
124,debit_card,SOFT_DECLINE,2,0.541,0,1980,0,0
2905,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.853,14,971,1,1
4121,upi,HARD_DECLINE,1,0.312,12,1028,0,0
2007,upi,SOFT_DECLINE,1,0.47,17,1779,1,1
297,upi,SOFT_DECLINE,2,0.284,1,87,0,1
5608,net_banking,SOFT_DECLINE,1,0.765,20,728,0,0
4754,debit_card,UNKNOWN,1,0.312,2,1894,0,0
3649,credit_card,TRANSIENT,1,0.037,21,1798,0,0
2479,credit_card,SOFT_DECLINE,1,0.57,10,1202,1,1
3100,credit_card,HARD_DECLINE,1,0.811,21,725,1,0
1455,credit_card,UNKNOWN,1,0.85,6,618,1,1
2081,net_banking,HARD_DECLINE,2,0.958,22,1758,0,0
411,upi,SOFT_DECLINE,1,0.077,9,1063,0,0
2488,credit_card,SOFT_DECLINE,1,0.625,14,1405,0,1
5132,upi,TRANSIENT,1,0.962,23,1951,0,0
509,upi,SOFT_DECLINE,2,0.434,18,1518,0,0
5225,credit_card,SOFT_DECLINE,1,0.435,10,1791,0,1
6082,debit_card,TRANSIENT,2,0.646,8,1436,0,1
3129,credit_card,TRANSIENT,1,0.56,13,894,0,1
7682,credit_card,TRANSIENT,1,0.804,21,1157,1,0
7915,debit_card,UNKNOWN,1,0.602,2,1874,0,0
3618,net_banking,HARD_DECLINE,1,0.84,4,513,1,0
5910,debit_card,UNKNOWN,3,0.252,2,517,0,0
2375,net_banking,SOFT_DECLINE,2,0.806,23,513,0,1
2606,credit_card,TRANSIENT,2,0.056,17,797,0,1
5531,debit_card,SOFT_DECLINE,1,0.278,25,1948,1,0
315,debit_card,SOFT_DECLINE,1,0.739,25,1956,1,0
1296,credit_card,HARD_DECLINE,1,0.639,22,773,0,0
2706,credit_card,SOFT_DECLINE,3,0.928,8,646,1,0
3111,credit_card,TRANSIENT,2,0.916,20,679,0,0
6109,credit_card,SOFT_DECLINE,3,0.471,13,1927,0,0
462,net_banking,CUSTOMER_ACTION_REQUIRED,2,0.698,16,165,0,0
2436,upi,CUSTOMER_ACTION_REQUIRED,1,0.642,20,938,0,1
3170,upi,SOFT_DECLINE,1,0.082,5,541,0,0
5176,upi,CUSTOMER_ACTION_REQUIRED,2,0.319,15,1818,0,0
119,net_banking,HARD_DECLINE,2,0.199,13,782,1,0
3970,net_banking,UNKNOWN,3,0.647,20,498,0,0
9003,upi,TRANSIENT,1,0.401,13,1259,1,1
5947,net_banking,SOFT_DECLINE,1,0.92,14,1724,0,1
5676,credit_card,HARD_DECLINE,2,0.782,9,1558,0,0
5038,upi,CUSTOMER_ACTION_REQUIRED,2,0.418,13,1652,1,0
2938,upi,SOFT_DECLINE,3,0.37,21,1355,0,1
1665,debit_card,TRANSIENT,2,0.708,23,1253,1,1
568,debit_card,TRANSIENT,1,0.908,19,1953,0,0
5961,net_banking,HARD_DECLINE,1,0.978,21,789,1,0
3099,credit_card,TRANSIENT,1,0.493,10,1827,0,1
2858,debit_card,HARD_DECLINE,3,0.499,8,1561,0,0
5162,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.927,16,671,0,1
6028,debit_card,HARD_DECLINE,3,0.637,14,138,1,1
2016,debit_card,TRANSIENT,1,0.467,3,1863,0,1
99,upi,SOFT_DECLINE,2,0.867,3,745,1,0
3270,credit_card,TRANSIENT,1,0.273,21,1229,1,0
5376,upi,TRANSIENT,1,0.498,3,1847,1,1
8097,credit_card,UNKNOWN,1,0.929,3,1744,1,1
489,upi,SOFT_DECLINE,1,0.658,10,119,0,0
3444,upi,SOFT_DECLINE,2,0.957,18,294,1,1
3899,debit_card,HARD_DECLINE,3,0.381,12,552,1,0
3327,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.163,24,854,1,0
343,credit_card,HARD_DECLINE,2,0.31,21,1265,1,0
3152,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.885,15,579,0,0
986,net_banking,HARD_DECLINE,1,0.04,10,979,0,0
1250,net_banking,HARD_DECLINE,1,0.647,2,625,0,1
6777,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.249,13,635,0,0
2623,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.413,14,1383,0,0
3052,upi,SOFT_DECLINE,2,0.463,25,403,0,1
2550,upi,SOFT_DECLINE,1,0.724,24,1402,0,0
3633,net_banking,SOFT_DECLINE,1,0.982,8,1815,0,1
1399,debit_card,TRANSIENT,1,0.656,14,1446,0,0
1508,upi,HARD_DECLINE,2,0.691,22,1412,0,0
7329,credit_card,TRANSIENT,1,0.016,6,1789,1,0
5702,credit_card,TRANSIENT,1,0.086,24,979,1,1
1136,net_banking,TRANSIENT,2,0.445,15,995,1,0
4193,credit_card,TRANSIENT,1,0.103,22,914,0,0
811,upi,HARD_DECLINE,1,0.291,15,848,0,0
4176,upi,HARD_DECLINE,2,0.528,13,1210,1,1
357,debit_card,CUSTOMER_ACTION_REQUIRED,1,0.495,20,740,0,0
365,upi,TRANSIENT,1,0.588,21,724,0,0
3515,debit_card,HARD_DECLINE,2,0.723,12,1995,0,0
3550,debit_card,HARD_DECLINE,1,0.207,22,1564,1,0
4150,credit_card,TRANSIENT,1,0.793,15,651,1,1
2744,debit_card,UNKNOWN,1,0.859,16,95,0,0
6749,credit_card,TRANSIENT,1,0.486,10,1637,0,1
5226,credit_card,CUSTOMER_ACTION_REQUIRED,1,0.669,22,133,0,0
6112,net_banking,SOFT_DECLINE,1,0.106,19,1278,0,0
5779,credit_card,CUSTOMER_ACTION_REQUIRED,2,0.911,5,1521,1,0
5167,upi,SOFT_DECLINE,1,0.647,10,1707,1,0
3223,debit_card,SOFT_DECLINE,2,0.341,16,380,1,0
1137,debit_card,HARD_DECLINE,2,0.152,24,1114,0,0
